card_id,customer_id,card_type,network,card_limit_usd
3600,4459,credit,visa,11732.0
3601,813,credit,visa,4768.0
3602,4424,debit,mastercard,3213.0
3603,4286,debit,visa,2448.0
3604,4417,credit,mastercard,5241.0
3605,31,debit,visa,1543.0
3606,4947,credit,mastercard,6292.0
3607,2138,debit,visa,2376.0
3608,2981,credit,mastercard,3007.0
3609,1525,debit,discover,3654.0
3610,2563,debit,mastercard,1545.0
3611,2751,debit,discover,1890.0
3612,3987,credit,visa,9975.0
3613,1708,debit,visa,844.0
3614,551,credit,mastercard,2920.0
3615,2933,credit,visa,5176.0
3616,3916,debit,visa,1002.0
3617,79,credit,mastercard,4095.0
3618,4062,debit,visa,2253.0
3619,4018,credit,amex,1985.0
3620,2886,credit,visa,5116.0
3621,4741,credit,visa,5394.0
3622,1940,credit,visa,7832.0
3623,668,debit,visa,2200.0
3624,3282,credit,mastercard,3105.0
3625,3050,credit,visa,4760.0
3626,4576,credit,mastercard,5991.0
3627,1122,credit,visa,4032.0
3628,790,credit,visa,4335.0
3629,3396,credit,mastercard,10966.0
3630,1556,debit,visa,2070.0
3631,925,credit,visa,8267.0
3632,3358,credit,mastercard,6072.0
3633,927,debit,visa,2512.0
3634,4167,credit,mastercard,5617.0
3635,1556,debit,amex,3290.0
3636,3261,debit,visa,1222.0
3637,2887,credit,mastercard,4509.0
3638,2955,debit,visa,1659.0
3639,1521,credit,mastercard,10452.0
3640,429,debit,visa,2327.0
3641,3198,credit,visa,4796.0
3642,2169,credit,visa,6137.0
3643,4885,credit,mastercard,11572.0
3644,4451,debit,visa,2535.0
3645,373,debit,mastercard,1901.0
3646,1809,credit,visa,11917.0
3647,2079,credit,amex,8750.0
3648,1906,credit,amex,7128.0
3649,3617,credit,mastercard,4743.0
3650,1788,credit,mastercard,5872.0
3651,765,debit,mastercard,2808.0
3652,1814,debit,mastercard,1829.0
3653,3936,credit,visa,7246.0
3654,2024,credit,mastercard,7280.0
3655,1428,debit,mastercard,2990.0
3656,3867,credit,mastercard,12115.0
3657,330,debit,visa,1894.0
3658,2276,credit,mastercard,5754.0
3659,516,credit,visa,12768.0
3660,3036,credit,visa,10335.0
3661,4500,credit,visa,4338.0
3662,2213,credit,mastercard,3868.0
3663,4909,debit,visa,2560.0
3664,4370,credit,amex,4973.0
3665,3639,credit,mastercard,3185.0
3666,894,credit,mastercard,4552.0
3667,165,debit,amex,3957.0
3668,615,debit,visa,5000.0
3669,1741,credit,amex,10102.0
3670,2039,credit,visa,13425.0
3671,1051,credit,visa,7916.0
3672,4872,credit,visa,5302.0
3673,3715,debit,visa,1475.0
3674,3499,debit,visa,3584.0
3675,3256,debit,visa,2172.0
3676,3082,debit,discover,2214.0
3677,4410,credit,visa,8148.0
3678,1952,debit,amex,2279.0
3679,703,debit,mastercard,2307.0
3680,1476,credit,mastercard,5386.0
3681,1145,credit,mastercard,8151.0
3682,4783,debit,discover,1256.0
3683,2836,debit,visa,1137.0
3684,2135,credit,visa,6198.0
3685,129,credit,visa,9656.0
3686,3556,credit,visa,3215.0
3687,3234,debit,visa,2174.0
3688,4053,credit,visa,5265.0
3689,656,credit,discover,6604.0
3690,3288,credit,visa,15420.0
3691,1810,credit,amex,5508.0
3692,1164,credit,visa,3450.0
3693,1120,debit,mastercard,1435.0
3694,1440,credit,visa,7233.0
3695,3666,credit,discover,7040.0
3696,115,debit,mastercard,1782.0
3697,4737,debit,visa,3293.0
3698,4847,debit,amex,1421.0
3699,4840,credit,visa,13798.0
3700,4174,credit,amex,7081.0
3701,1619,credit,visa,3101.0
3702,2021,credit,visa,14650.0
3703,634,credit,visa,11712.0
3704,4463,credit,mastercard,6984.0
3705,3853,debit,mastercard,3748.0
3706,769,debit,mastercard,2344.0
3707,4951,credit,visa,4105.0
3708,211,credit,visa,7177.0
3709,3838,credit,visa,3052.0
3710,677,credit,visa,3808.0
3711,3749,credit,visa,8707.0
3712,4418,debit,visa,1693.0
3713,4752,debit,mastercard,2373.0
3714,803,credit,mastercard,5407.0
3715,823,credit,visa,3398.0
3716,341,credit,amex,5196.0
3717,4111,debit,mastercard,1065.0
3718,928,credit,mastercard,10896.0
3719,1954,credit,mastercard,6134.0
3720,2076,debit,mastercard,1522.0
3721,1754,credit,discover,5452.0
3722,2483,debit,visa,1760.0
3723,1745,credit,visa,6315.0
3724,1180,credit,mastercard,8446.0
3725,1940,debit,mastercard,1591.0
3726,4029,credit,visa,9380.0
3727,590,credit,mastercard,9611.0
3728,4800,debit,mastercard,2096.0
3729,2050,credit,visa,3773.0
3730,1455,credit,amex,7460.0
3731,2225,credit,visa,7890.0
3732,4656,debit,mastercard,2505.0
3733,4046,credit,mastercard,4836.0
3734,4090,debit,visa,2687.0
3735,1102,debit,amex,1753.0
3736,4431,credit,visa,3918.0
3737,3531,credit,mastercard,2701.0
3738,299,debit,mastercard,3819.0
3739,2136,credit,mastercard,4738.0
3740,4171,credit,amex,8968.0
3741,2663,credit,mastercard,4180.0
3742,2930,credit,visa,6070.0
3743,1874,credit,mastercard,2826.0
3744,192,credit,mastercard,3054.0
3745,4428,debit,visa,1615.0
3746,3769,debit,visa,1390.0
3747,1359,credit,visa,4403.0
3748,1209,debit,amex,1456.0
3749,2591,debit,mastercard,1490.0
3750,3986,debit,amex,1674.0
3751,435,debit,visa,2486.0
3752,3130,credit,amex,3217.0
3753,4235,debit,mastercard,1534.0
3754,2462,debit,visa,4627.0
3755,265,credit,visa,4710.0
3756,117,credit,discover,9835.0
3757,811,credit,discover,2181.0
3758,4449,credit,visa,9279.0
3759,2290,credit,mastercard,3703.0
3760,738,credit,amex,4938.0
3761,4525,debit,visa,1637.0
3762,4149,debit,visa,1693.0
3763,735,credit,mastercard,14867.0
3764,3441,credit,visa,5695.0
3765,1654,credit,mastercard,6359.0
3766,348,credit,visa,10108.0
3767,311,debit,visa,1406.0
3768,2712,debit,visa,1866.0
3769,4218,credit,mastercard,5262.0
3770,4809,debit,visa,1921.0
3771,3528,credit,visa,3130.0
3772,4615,credit,visa,12792.0
3773,1179,credit,visa,15517.0
3774,732,credit,mastercard,7078.0
3775,554,debit,visa,2311.0
3776,866,credit,visa,4509.0
3777,3770,credit,visa,4399.0
3778,769,credit,visa,5025.0
3779,2163,credit,visa,4263.0
3780,3781,debit,mastercard,1424.0
3781,4635,debit,mastercard,2242.0
3782,804,credit,visa,14618.0
3783,934,credit,visa,5461.0
3784,323,credit,visa,7333.0
3785,562,debit,amex,2472.0
3786,1952,debit,visa,2583.0
3787,1573,credit,mastercard,3578.0
3788,4835,credit,discover,8123.0
3789,2222,debit,visa,2580.0
3790,1542,credit,visa,7719.0
3791,2347,credit,mastercard,6835.0
3792,3622,debit,amex,2471.0
3793,1688,debit,visa,1863.0
3794,720,debit,mastercard,1560.0
3795,2104,debit,mastercard,1678.0
3796,3106,credit,visa,5738.0
3797,1582,credit,mastercard,7682.0
3798,2906,debit,mastercard,2854.0
3799,1623,debit,amex,1497.0
3800,4521,credit,mastercard,6623.0
3801,4439,credit,visa,6322.0
3802,3583,credit,mastercard,3411.0
3803,4188,credit,visa,16491.0
3804,604,debit,mastercard,1800.0
3805,3267,debit,visa,1468.0
3806,2024,credit,mastercard,4860.0
3807,3888,credit,mastercard,10050.0
3808,3,debit,mastercard,1918.0
3809,939,credit,mastercard,16474.0
3810,1205,credit,visa,11619.0
3811,2786,debit,mastercard,1939.0
3812,4857,credit,visa,4618.0
3813,4482,credit,visa,17211.0
3814,2279,credit,visa,18379.0
3815,6,debit,visa,2774.0
3816,4338,debit,mastercard,3913.0
3817,2863,credit,discover,10545.0
3818,119,debit,visa,3080.0
3819,3226,credit,visa,11766.0
3820,4401,credit,visa,11068.0
3821,4355,credit,visa,5006.0
3822,4447,credit,amex,2217.0
3823,4878,credit,visa,7837.0
3824,3268,credit,amex,3764.0
3825,3063,credit,visa,2999.0
3826,582,credit,mastercard,7985.0
3827,3162,debit,mastercard,2048.0
3828,4381,debit,visa,1582.0
3829,4065,credit,mastercard,11999.0
3830,4500,credit,mastercard,9247.0
3831,851,debit,visa,3149.0
3832,1006,credit,visa,5029.0
3833,4292,credit,mastercard,11380.0
3834,4701,credit,discover,5008.0
3835,2631,debit,discover,1937.0
3836,4406,debit,visa,1708.0
3837,3411,credit,mastercard,9515.0
3838,1025,credit,mastercard,8222.0
3839,2534,debit,amex,1833.0
3840,1970,credit,visa,9382.0
3841,3950,credit,discover,2253.0
3842,1684,credit,mastercard,3855.0
3843,878,credit,mastercard,5262.0
3844,2492,credit,visa,11925.0
3845,2474,credit,visa,3219.0
3846,4446,credit,visa,6520.0
3847,41,credit,mastercard,7775.0
3848,4372,credit,mastercard,7508.0
3849,1056,debit,amex,2882.0
3850,879,credit,visa,4864.0
3851,2092,debit,amex,2372.0
3852,2756,credit,amex,10801.0
3853,4649,debit,visa,1312.0
3854,2671,debit,visa,1833.0
3855,728,credit,mastercard,8376.0
3856,2252,credit,mastercard,14016.0
3857,4603,credit,visa,3922.0
3858,3574,credit,mastercard,13100.0
3859,1089,debit,visa,2032.0
3860,3230,debit,mastercard,2090.0
3861,3669,credit,amex,4666.0
3862,1376,credit,visa,4565.0
3863,2640,credit,visa,7219.0
3864,1741,debit,mastercard,2455.0
3865,906,debit,mastercard,1724.0
3866,4442,credit,visa,10144.0
3867,1603,debit,visa,1657.0
3868,1629,debit,visa,2831.0
3869,508,credit,mastercard,9019.0
3870,2221,credit,mastercard,5127.0
3871,3219,credit,visa,6079.0
3872,4865,debit,visa,2231.0
3873,3879,debit,visa,1260.0
3874,4287,debit,visa,1862.0
3875,4937,credit,visa,2185.0
3876,3495,debit,mastercard,1450.0
3877,4287,credit,mastercard,4327.0
3878,1521,debit,visa,2889.0
3879,3576,credit,mastercard,6347.0
3880,3144,debit,mastercard,2341.0
3881,2258,credit,mastercard,18834.0
3882,3211,credit,amex,6691.0
3883,3605,debit,visa,1843.0
3884,2058,credit,mastercard,6979.0
3885,4213,debit,visa,1696.0
3886,181,credit,amex,4835.0
3887,1621,credit,visa,21166.0
3888,1833,credit,mastercard,3099.0
3889,4153,credit,visa,3208.0
3890,2541,debit,visa,1558.0
3891,4665,credit,visa,6647.0
3892,4751,credit,mastercard,8404.0
3893,2293,debit,visa,1435.0
3894,3638,debit,visa,2421.0
3895,1232,debit,visa,2572.0
3896,540,debit,visa,4917.0
3897,2456,credit,visa,8215.0
3898,1508,debit,mastercard,1890.0
3899,3655,debit,visa,1539.0
3900,2609,debit,discover,1326.0
3901,678,debit,mastercard,1725.0
3902,2256,credit,visa,12196.0
3903,2009,debit,mastercard,1320.0
3904,26,debit,visa,2171.0
3905,2725,debit,mastercard,1373.0
3906,4676,credit,visa,15969.0
3907,4484,credit,visa,8233.0
3908,4521,credit,discover,4419.0
3909,4470,debit,visa,3260.0
3910,4619,debit,mastercard,2299.0
3911,488,credit,visa,5671.0
3912,2143,debit,visa,1072.0
3913,2726,credit,visa,11014.0
3914,4167,debit,visa,3465.0
3915,1866,debit,mastercard,3171.0
3916,3543,credit,visa,3394.0
3917,3906,credit,visa,2244.0
3918,2559,debit,visa,3233.0
3919,1206,credit,mastercard,7726.0
3920,386,credit,visa,10724.0
3921,2225,credit,visa,8205.0
3922,840,credit,mastercard,3455.0
3923,3221,credit,mastercard,5757.0
3924,1192,debit,amex,2612.0
3925,4384,debit,visa,1912.0
3926,4480,credit,visa,9744.0
3927,4182,debit,visa,1177.0
3928,3327,credit,mastercard,9700.0
3929,579,credit,visa,8230.0
3930,4916,debit,visa,2522.0
3931,330,credit,mastercard,3163.0
3932,2833,debit,visa,3218.0
3933,4022,debit,visa,1439.0
3934,424,credit,amex,7754.0
3935,2485,credit,amex,6475.0
3936,2389,credit,mastercard,4852.0
3937,986,credit,visa,4074.0
3938,559,debit,visa,1992.0
3939,4550,credit,visa,9904.0
3940,4507,credit,mastercard,6301.0
3941,469,credit,mastercard,5741.0
3942,1393,credit,visa,12591.0
3943,1962,debit,visa,1152.0
3944,987,credit,visa,6496.0
3945,333,debit,mastercard,1492.0
3946,2559,credit,visa,22820.0
3947,2211,debit,mastercard,1179.0
3948,4036,debit,mastercard,1860.0
3949,1483,debit,visa,1976.0
3950,2552,credit,amex,4109.0
3951,1570,debit,mastercard,1511.0
3952,192,credit,mastercard,6214.0
3953,3639,credit,visa,5784.0
3954,3715,debit,visa,2660.0
3955,3320,credit,visa,4701.0
3956,171,credit,visa,12629.0
3957,3483,credit,visa,4023.0
3958,3022,credit,mastercard,9626.0
3959,2206,credit,visa,9310.0
3960,3085,credit,visa,4130.0
3961,554,credit,amex,5522.0
3962,1043,debit,mastercard,1944.0
3963,646,credit,visa,15332.0
3964,2233,debit,discover,1656.0
3965,4477,credit,visa,30000.0
3966,31,credit,mastercard,9739.0
3967,2231,credit,visa,7877.0
3968,1419,credit,mastercard,10323.0
3969,4688,credit,mastercard,2809.0
3970,3097,debit,mastercard,1234.0
3971,1110,credit,visa,3424.0
3972,1421,credit,amex,10248.0
3973,2904,credit,visa,4933.0
3974,239,debit,mastercard,1653.0
3975,336,credit,visa,16095.0
3976,3372,debit,visa,5000.0
3977,4012,credit,amex,3086.0
3978,3712,debit,mastercard,1971.0
3979,859,credit,visa,3604.0
3980,4315,credit,mastercard,13100.0
3981,1125,debit,visa,1171.0
3982,4378,credit,visa,3509.0
3983,1480,debit,visa,1961.0
3984,2482,debit,visa,1567.0
3985,4786,credit,visa,2295.0
3986,2037,credit,mastercard,6427.0
3987,3339,credit,mastercard,7703.0
3988,2930,debit,visa,1399.0
3989,375,debit,mastercard,1430.0
3990,3964,credit,visa,9629.0
3991,1792,credit,discover,8817.0
3992,2377,credit,mastercard,6738.0
3993,1523,credit,amex,5895.0
3994,4976,credit,mastercard,7144.0
3995,2754,debit,mastercard,2009.0
3996,3188,credit,visa,3979.0
3997,2615,credit,mastercard,3782.0
3998,1541,debit,mastercard,2269.0
3999,2931,debit,visa,2320.0
4000,3969,credit,visa,6128.0
4001,476,credit,mastercard,12901.0
4002,754,debit,visa,2170.0
4003,823,credit,discover,7109.0
4004,4679,credit,visa,5917.0
4005,2884,credit,visa,12750.0
4006,1702,credit,visa,15198.0
4007,995,credit,mastercard,5246.0
4008,3426,credit,mastercard,9546.0
4009,2624,credit,mastercard,18875.0
4010,3127,debit,visa,984.0
4011,3578,credit,amex,10831.0
4012,480,credit,visa,2778.0
4013,3398,credit,visa,6733.0
4014,3609,credit,visa,6185.0
4015,1386,debit,visa,3462.0
4016,1560,debit,mastercard,2124.0
4017,2961,credit,mastercard,7142.0
4018,1906,debit,visa,2146.0
4019,4655,debit,mastercard,1546.0
4020,483,credit,visa,10425.0
4021,845,debit,visa,1419.0
4022,4051,credit,mastercard,1374.0
4023,3406,debit,mastercard,2706.0
4024,4302,debit,discover,1204.0
4025,120,debit,visa,1421.0
4026,672,debit,visa,2649.0
4027,4185,credit,discover,7744.0
4028,4064,credit,visa,6042.0
4029,4130,credit,mastercard,3063.0
4030,4490,credit,visa,6736.0
4031,1153,credit,visa,3418.0
4032,487,credit,discover,3336.0
4033,1482,credit,discover,3832.0
4034,4988,credit,discover,3668.0
4035,2584,debit,mastercard,3816.0
4036,23,credit,visa,5453.0
4037,3718,credit,mastercard,7647.0
4038,4213,credit,visa,3020.0
4039,612,credit,mastercard,5850.0
4040,2792,credit,mastercard,5215.0
4041,3725,credit,mastercard,7337.0
4042,4787,credit,visa,7515.0
4043,3036,credit,visa,7173.0
4044,1691,credit,mastercard,4043.0
4045,4551,debit,discover,2806.0
4046,1805,credit,visa,5133.0
4047,3167,credit,visa,12799.0
4048,4202,debit,amex,1602.0
4049,2652,debit,mastercard,1243.0
4050,3554,credit,mastercard,3497.0
4051,4209,debit,amex,1369.0
4052,3003,debit,mastercard,1418.0
4053,2101,debit,mastercard,2150.0
4054,3222,debit,mastercard,2585.0
4055,2006,credit,visa,2760.0
4056,3414,credit,visa,4416.0
4057,408,credit,visa,5782.0
4058,240,debit,mastercard,1450.0
4059,2375,credit,visa,2577.0
4060,589,debit,amex,1134.0
4061,3654,credit,visa,2568.0
4062,907,credit,mastercard,7806.0
4063,2498,credit,visa,12005.0
4064,884,credit,visa,7945.0
4065,4610,credit,visa,8854.0
4066,4215,credit,mastercard,3960.0
4067,9,credit,visa,7980.0
4068,1973,credit,visa,4509.0
4069,4711,credit,mastercard,6835.0
4070,2448,credit,mastercard,8529.0
4071,4221,credit,mastercard,5733.0
4072,447,credit,mastercard,9997.0
4073,2146,credit,mastercard,6113.0
4074,4353,credit,visa,7607.0
4075,974,debit,visa,4552.0
4076,52,credit,visa,8508.0
4077,3673,credit,visa,4561.0
4078,417,credit,mastercard,5217.0
4079,1504,credit,amex,10266.0
4080,4061,credit,mastercard,11174.0
4081,4460,credit,visa,6514.0
4082,653,credit,mastercard,3092.0
4083,2485,credit,visa,4125.0
4084,3967,debit,visa,1569.0
4085,1957,credit,visa,8868.0
4086,1753,debit,mastercard,2080.0
4087,2717,credit,mastercard,2402.0
4088,3881,credit,mastercard,10257.0
4089,202,credit,mastercard,13541.0
4090,252,debit,mastercard,2233.0
4091,534,credit,visa,6617.0
4092,1707,credit,mastercard,9690.0
4093,1391,credit,visa,3276.0
4094,2407,debit,visa,628.0
4095,1505,credit,mastercard,8779.0
4096,3129,credit,visa,5108.0
4097,1609,debit,mastercard,1655.0
4098,4182,credit,visa,7409.0
4099,1549,credit,visa,3696.0
4100,1223,credit,visa,3892.0
4101,4302,credit,mastercard,8385.0
4102,3295,credit,visa,10662.0
4103,240,credit,mastercard,8097.0
4104,759,credit,visa,13103.0
4105,244,debit,visa,3136.0
4106,3976,debit,visa,4557.0
4107,3138,credit,amex,6856.0
4108,4667,debit,visa,1583.0
4109,1641,debit,visa,938.0
4110,237,credit,visa,4846.0
4111,2295,debit,visa,2282.0
4112,400,debit,visa,2617.0
4113,723,credit,visa,5025.0
4114,3938,debit,mastercard,1395.0
4115,1895,credit,amex,16494.0
4116,4402,debit,visa,1811.0
4117,2569,credit,visa,5376.0
4118,3242,credit,visa,2268.0
4119,4171,credit,amex,4035.0
4120,2306,debit,mastercard,1313.0
4121,1600,credit,visa,5325.0
4122,3846,debit,mastercard,1426.0
4123,4154,credit,visa,7386.0
4124,1499,debit,visa,1730.0
4125,4116,debit,discover,1760.0
4126,4959,debit,visa,1064.0
4127,969,debit,visa,660.0
4128,4240,debit,mastercard,2680.0
4129,435,debit,mastercard,2963.0
4130,4436,credit,visa,8719.0
4131,4455,credit,mastercard,8323.0
4132,4275,credit,mastercard,13819.0
4133,1744,debit,mastercard,1257.0
4134,4665,debit,visa,2736.0
4135,2770,credit,visa,5092.0
4136,323,debit,amex,2895.0
4137,4247,credit,mastercard,3505.0
4138,4544,credit,visa,4981.0
4139,1516,credit,mastercard,7636.0
4140,1244,credit,visa,3728.0
4141,2846,credit,discover,4181.0
4142,1796,credit,mastercard,4182.0
4143,3196,credit,amex,8017.0
4144,1853,debit,mastercard,1601.0
4145,1089,credit,mastercard,10741.0
4146,1163,debit,visa,2712.0
4147,3289,credit,visa,7595.0
4148,2193,credit,visa,5137.0
4149,77,debit,amex,2617.0
4150,2528,credit,mastercard,4239.0
4151,3940,credit,visa,6426.0
4152,744,debit,visa,3184.0
4153,1221,debit,mastercard,971.0
4154,1798,credit,mastercard,7718.0
4155,4636,debit,mastercard,1922.0
4156,1741,debit,mastercard,1126.0
4157,4189,credit,visa,8438.0
4158,3374,debit,visa,1568.0
4159,4961,debit,visa,3602.0
4160,2904,credit,visa,3365.0
4161,1585,debit,visa,2159.0
4162,3581,credit,mastercard,10868.0
4163,452,credit,visa,4518.0
4164,3920,credit,visa,2623.0
4165,1171,debit,mastercard,3052.0
4166,3336,credit,visa,6491.0
4167,2901,credit,mastercard,20371.0
4168,1207,credit,mastercard,13371.0
4169,2407,credit,mastercard,9114.0
4170,2511,credit,visa,5094.0
4171,3836,debit,visa,2419.0
4172,2333,credit,visa,7716.0
4173,291,credit,mastercard,7923.0
4174,371,credit,visa,4657.0
4175,3323,credit,mastercard,3354.0
4176,4473,credit,discover,17398.0
4177,2177,credit,mastercard,6748.0
4178,458,credit,visa,8202.0
4179,855,debit,mastercard,2287.0
4180,4883,credit,visa,13136.0
4181,3517,credit,discover,11159.0
4182,159,debit,visa,2336.0
4183,1298,credit,mastercard,7369.0
4184,3649,credit,visa,7650.0
4185,3158,credit,mastercard,6968.0
4186,1438,debit,visa,2252.0
4187,3480,credit,visa,8009.0
4188,4524,credit,visa,6076.0
4189,4501,debit,visa,1684.0
4190,4121,debit,visa,2888.0
4191,1772,credit,amex,9654.0
4192,126,credit,visa,9284.0
4193,1954,credit,mastercard,12787.0
4194,110,credit,visa,13482.0
4195,2851,credit,mastercard,9422.0
4196,3016,credit,discover,7286.0
4197,1709,credit,visa,7877.0
4198,748,debit,discover,1348.0
4199,2624,credit,mastercard,9894.0
4200,71,debit,mastercard,1167.0
4201,1382,credit,visa,11168.0
4202,4839,credit,discover,8762.0
4203,4571,credit,mastercard,5882.0
4204,3165,credit,visa,5553.0
4205,1871,debit,visa,2280.0
4206,55,debit,visa,3460.0
4207,3251,debit,visa,2925.0
4208,2453,credit,visa,1639.0
4209,3568,credit,discover,5068.0
4210,788,debit,mastercard,2792.0
4211,4152,credit,visa,23175.0
4212,4026,debit,visa,1839.0
4213,2141,credit,mastercard,6773.0
4214,144,credit,amex,4373.0
4215,2332,debit,mastercard,2280.0
4216,1855,debit,mastercard,2575.0
4217,3805,credit,mastercard,18332.0
4218,1191,credit,visa,4583.0
4219,91,credit,visa,10623.0
4220,4905,credit,mastercard,6449.0
4221,1207,debit,mastercard,1700.0
4222,391,credit,mastercard,10991.0
4223,4286,credit,mastercard,12891.0
4224,3600,credit,visa,6047.0
4225,1344,credit,visa,6555.0
4226,2391,credit,mastercard,5398.0
4227,3442,credit,visa,7421.0
4228,4083,debit,visa,2338.0
4229,1865,credit,mastercard,1726.0
4230,1072,debit,visa,2094.0
4231,74,credit,mastercard,5940.0
4232,4277,credit,mastercard,3886.0
4233,4072,debit,mastercard,2160.0
4234,4752,credit,discover,5135.0
4235,3739,credit,visa,4660.0
4236,1066,credit,discover,4796.0
4237,1202,debit,mastercard,2221.0
4238,1214,credit,mastercard,7462.0
4239,2292,credit,mastercard,14508.0
4240,4819,credit,visa,6986.0
4241,3455,credit,visa,2553.0
4242,2171,credit,visa,3937.0
4243,3688,debit,mastercard,1442.0
4244,4177,debit,visa,1461.0
4245,2018,credit,visa,4949.0
4246,4213,credit,amex,4457.0
4247,92,credit,amex,4895.0
4248,1555,credit,mastercard,6172.0
4249,850,debit,visa,1430.0
4250,894,debit,mastercard,1513.0
4251,1014,credit,discover,7504.0
4252,1833,debit,visa,2099.0
4253,3625,debit,visa,1877.0
4254,2960,debit,amex,2349.0
4255,2206,credit,visa,9282.0
4256,2486,debit,mastercard,1971.0
4257,917,credit,mastercard,5302.0
4258,3684,credit,mastercard,4845.0
4259,3776,debit,visa,1508.0
4260,2745,credit,mastercard,3695.0
4261,4072,credit,mastercard,3504.0
4262,4028,credit,amex,4796.0
4263,4022,credit,visa,7745.0
4264,520,debit,amex,1784.0
4265,431,debit,visa,2583.0
4266,2196,credit,visa,2429.0
4267,285,credit,amex,9031.0
4268,81,credit,visa,13633.0
4269,655,credit,visa,4209.0
4270,605,credit,visa,8284.0
4271,1630,credit,mastercard,5979.0
4272,1658,credit,mastercard,6996.0
4273,4098,debit,amex,3001.0
4274,4508,debit,visa,2111.0
4275,852,credit,visa,4374.0
4276,1901,credit,visa,3841.0
4277,2542,credit,discover,11495.0
4278,1368,credit,mastercard,2865.0
4279,1655,debit,visa,1682.0
4280,3354,credit,visa,6425.0
4281,2128,credit,visa,6480.0
4282,3518,credit,mastercard,9251.0
4283,375,debit,mastercard,2162.0
4284,2407,credit,mastercard,9196.0
4285,1553,credit,visa,17907.0
4286,1443,credit,visa,6148.0
4287,2342,credit,mastercard,2402.0
4288,1510,debit,mastercard,1310.0
4289,3792,debit,visa,3745.0
4290,928,credit,mastercard,8111.0
4291,4466,credit,amex,2448.0
4292,1813,credit,mastercard,7803.0
4293,2635,credit,mastercard,5374.0
4294,842,debit,mastercard,1628.0
4295,4597,debit,visa,2259.0
4296,3215,debit,visa,1913.0
4297,3849,debit,visa,2537.0
4298,4474,debit,visa,1709.0
4299,4979,credit,mastercard,4081.0
4300,1272,credit,mastercard,5198.0
4301,1645,credit,visa,25849.0
4302,1212,credit,discover,4127.0
4303,2508,debit,amex,2739.0
4304,4491,credit,visa,3745.0
4305,3692,debit,visa,723.0
4306,2841,debit,visa,2252.0
4307,2368,debit,discover,1585.0
4308,3649,debit,mastercard,1258.0
4309,2337,credit,mastercard,11820.0
4310,4446,credit,discover,4132.0
4311,2797,credit,mastercard,9980.0
4312,3325,credit,amex,5218.0
4313,3397,credit,visa,3588.0
4314,3713,credit,visa,4634.0
4315,2391,credit,visa,3540.0
4316,1935,credit,amex,10621.0
4317,2075,credit,visa,4280.0
4318,4691,credit,visa,12633.0
4319,549,credit,mastercard,7118.0
4320,3520,debit,visa,1899.0
4321,4803,credit,mastercard,5161.0
4322,359,credit,visa,15936.0
4323,3090,credit,visa,6669.0
4324,2977,debit,visa,1584.0
4325,1672,debit,mastercard,1894.0
4326,474,debit,visa,935.0
4327,3389,credit,visa,4048.0
4328,2611,credit,mastercard,6652.0
4329,3759,credit,visa,2686.0
4330,443,credit,visa,6524.0
4331,4674,debit,visa,1332.0
4332,3137,credit,amex,8299.0
4333,2214,credit,amex,4025.0
4334,2282,debit,visa,1579.0
4335,4760,credit,mastercard,7508.0
4336,2766,credit,mastercard,12397.0
4337,2902,credit,visa,6947.0
4338,3245,credit,visa,5019.0
4339,1563,debit,amex,1861.0
4340,1252,credit,mastercard,7077.0
4341,3756,credit,mastercard,7254.0
4342,1598,debit,visa,3287.0
4343,172,credit,mastercard,6322.0
4344,2411,credit,visa,4160.0
4345,51,debit,visa,2294.0
4346,2832,debit,amex,1920.0
4347,3222,debit,discover,2283.0
4348,4619,debit,discover,1779.0
4349,3035,credit,mastercard,15042.0
4350,1760,debit,mastercard,2732.0
4351,3212,credit,visa,6702.0
4352,2959,credit,amex,15521.0
4353,3706,debit,visa,2056.0
4354,4613,credit,visa,5784.0
4355,485,debit,visa,1452.0
4356,3590,credit,mastercard,6761.0
4357,4025,debit,visa,2267.0
4358,1642,debit,mastercard,1687.0
4359,2018,credit,mastercard,13700.0
4360,2074,credit,visa,4566.0
4361,1868,credit,mastercard,8512.0
4362,4394,credit,mastercard,6723.0
4363,1631,credit,visa,12356.0
4364,2189,debit,visa,1454.0
4365,2925,credit,mastercard,8833.0
4366,1261,credit,visa,22260.0
4367,3490,credit,visa,3227.0
4368,2616,credit,amex,4229.0
4369,851,credit,visa,18807.0
4370,930,credit,visa,6204.0
4371,136,credit,visa,7022.0
4372,2911,debit,visa,3474.0
4373,4005,credit,visa,15170.0
4374,4958,debit,visa,1997.0
4375,3300,credit,mastercard,12314.0
4376,4847,credit,mastercard,3169.0
4377,4941,debit,mastercard,2463.0
4378,3069,credit,amex,3853.0
4379,1876,debit,visa,1513.0
4380,4432,debit,visa,1975.0
4381,3163,credit,mastercard,4506.0
4382,4076,credit,mastercard,4172.0
4383,1132,credit,discover,4208.0
4384,4754,credit,mastercard,4161.0
4385,2146,credit,discover,7461.0
4386,4366,debit,visa,2330.0
4387,1877,credit,visa,1750.0
4388,4500,credit,visa,6512.0
4389,3365,credit,mastercard,9650.0
4390,1148,credit,visa,5771.0
4391,743,debit,visa,665.0
4392,791,credit,discover,9629.0
4393,1873,credit,mastercard,3340.0
4394,220,debit,visa,2169.0
4395,2743,credit,visa,6562.0
4396,3297,credit,mastercard,11380.0
4397,3723,debit,amex,3674.0
